Diseases_id,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Description_id,Precaution_id,Medication_id,Diet_id,Diseases_severity
71,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
72,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
73,Diabetes,weight_loss,restlessness,lethargy,irregular_sugar_level,8,13,8,8,3.75
74,Diabetes,fatigue,restlessness,lethargy,irregular_sugar_level,8,13,8,8,4
75,Diabetes,fatigue,weight_loss,lethargy,irregular_sugar_level,8,13,8,8,3.5
76,Diabetes,fatigue,weight_loss,restlessness,irregular_sugar_level,8,13,8,8,4.25
77,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
78,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
79,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
80,Diabetes,fatigue,weight_loss,restlessness,lethargy,8,13,8,8,3.5
81,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
82,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
83,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,9,40,9,9,3.25
84,Gastroenteritis,vomiting,dehydration,diarrhoea,,9,40,9,9,3.75
85,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,9,40,9,9,3.5
86,Gastroenteritis,vomiting,sunken_eyes,dehydration,,9,40,9,9,3
87,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,9,40,9,9,4.5
88,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,9,40,9,9,3.25
89,Gastroenteritis,vomiting,dehydration,diarrhoea,,9,40,9,9,3.75
90,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,9,40,9,9,3.5
91,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
92,Bronchial Asthma,cough,high_fever,breathlessness,family_history,10,31,10,10,5
93,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,10,31,10,10,5
94,Bronchial Asthma,fatigue,cough,breathlessness,family_history,10,31,10,10,4.25
95,Bronchial Asthma,fatigue,cough,high_fever,family_history,10,31,10,10,5
96,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
97,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
98,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,10,31,10,10,4.75
99,Bronchial Asthma,cough,high_fever,breathlessness,family_history,10,31,10,10,5
100,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,10,31,10,10,5
101,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
102,Hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,4.5
103,Hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,3.5
104,Hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,11,15,11,11,4.25
105,Hypertension,headache,chest_pain,dizziness,lack_of_concentration,11,15,11,11,4.25
106,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
107,Hypertension,headache,chest_pain,dizziness,loss_of_balance,11,15,11,11,4.5
108,Hypertension,chest_pain,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,4.5
109,Hypertension,headache,dizziness,loss_of_balance,lack_of_concentration,11,15,11,11,3.5
110,Hypertension,headache,chest_pain,loss_of_balance,lack_of_concentration,11,15,11,11,4.25
111,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
112,Migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,4.25
113,Migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,3.75
114,Migraine,acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,12,30,12,12,4.25
115,Migraine,acidity,indigestion,headache,excessive_hunger,12,30,12,12,3.75
116,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
117,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
118,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
119,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
120,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,12,30,12,12,4
121,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
122,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
123,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,13,20,13,13,5
124,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,13,20,13,13,4
125,Cervical spondylosis,back_pain,weakness_in_limbs,dizziness,loss_of_balance,13,20,13,13,4.5
126,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,13,20,13,13,4.75
127,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
128,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,13,20,13,13,4.75
129,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,13,20,13,13,5
130,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,13,20,13,13,4
131,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
132,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
133,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.25
134,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.75
135,Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,14,25,14,14,2.5
136,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,,14,25,14,14,3
137,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,14,25,14,14,3.5
138,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.25
139,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,14,25,14,14,2.75
140,Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,14,25,14,14,2.5
141,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
142,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
143,Jaundice,vomiting,fatigue,weight_loss,high_fever,15,33,15,15,4.75
144,Jaundice,itching,fatigue,weight_loss,high_fever,15,33,15,15,3.75
145,Jaundice,itching,vomiting,weight_loss,high_fever,15,33,15,15,4
146,Jaundice,itching,vomiting,fatigue,high_fever,15,33,15,15,4.25
147,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
148,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
149,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
150,Jaundice,itching,vomiting,fatigue,weight_loss,15,33,15,15,3.25
151,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
152,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
153,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
154,Malaria,vomiting,high_fever,sweating,headache,16,2,16,16,4.5
155,Malaria,chills,high_fever,sweating,headache,16,2,16,16,4
156,Malaria,chills,vomiting,sweating,headache,16,2,16,16,3.5
157,Malaria,chills,vomiting,high_fever,headache,16,2,16,16,4.5
158,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
159,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
160,Malaria,chills,vomiting,high_fever,sweating,16,2,16,16,4.5
161,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
162,Chicken pox,skin_rash,fatigue,lethargy,high_fever,17,19,17,17,4
163,Chicken pox,itching,fatigue,lethargy,high_fever,17,19,17,17,3.5
164,Chicken pox,itching,skin_rash,lethargy,high_fever,17,19,17,17,3.25
165,Chicken pox,itching,skin_rash,fatigue,high_fever,17,19,17,17,3.75
166,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
167,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
168,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
169,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
170,Chicken pox,itching,skin_rash,fatigue,lethargy,17,19,17,17,2.5
171,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
172,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
173,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
174,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
175,Dengue,chills,joint_pain,vomiting,fatigue,18,35,18,18,3.75
176,Dengue,skin_rash,joint_pain,vomiting,fatigue,18,35,18,18,3.75
177,Dengue,skin_rash,chills,vomiting,fatigue,18,35,18,18,3.75
178,Dengue,skin_rash,chills,joint_pain,fatigue,18,35,18,18,3.25
179,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
180,Dengue,skin_rash,chills,joint_pain,vomiting,18,35,18,18,3.5
181,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
182,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
183,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
184,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
185,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
186,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
187,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
188,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
189,Typhoid,chills,vomiting,fatigue,high_fever,19,26,19,19,4.75
190,Typhoid,chills,fatigue,high_fever,headache,19,26,19,19,4.25
191,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
192,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
193,hepatitis A,vomiting,yellowish_skin,dark_urine,nausea,20,8,20,20,4.25
194,hepatitis A,joint_pain,yellowish_skin,dark_urine,nausea,20,8,20,20,3.75
195,hepatitis A,joint_pain,vomiting,dark_urine,nausea,20,8,20,20,4.25
196,hepatitis A,joint_pain,vomiting,yellowish_skin,nausea,20,8,20,20,4
197,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
198,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
199,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
200,hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,20,8,20,20,3.75
201,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
202,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
203,Hepatitis B,fatigue,lethargy,yellowish_skin,dark_urine,21,27,21,21,3.25
204,Hepatitis B,itching,lethargy,yellowish_skin,dark_urine,21,27,21,21,2.5
205,Hepatitis B,itching,fatigue,yellowish_skin,dark_urine,21,27,21,21,3
206,Hepatitis B,itching,fatigue,lethargy,dark_urine,21,27,21,21,2.75
207,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
208,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
209,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
210,Hepatitis B,itching,fatigue,lethargy,yellowish_skin,21,27,21,21,2.5
211,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
212,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
213,Hepatitis C,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,22,29,22,22,4
214,Hepatitis C,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,22,29,22,22,4.25
215,Hepatitis C,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,22,29,22,22,3.75
216,Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes,22,29,22,22,4
217,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
218,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
219,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
220,Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,22,29,22,22,4
221,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
222,Hepatitis D,vomiting,fatigue,yellowish_skin,dark_urine,23,36,23,23,4
223,Hepatitis D,joint_pain,fatigue,yellowish_skin,dark_urine,23,36,23,23,3.5
224,Hepatitis D,joint_pain,vomiting,yellowish_skin,dark_urine,23,36,23,23,3.75
225,Hepatitis D,joint_pain,vomiting,fatigue,dark_urine,23,36,23,23,4
226,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
227,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
228,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
229,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
230,Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,23,36,23,23,3.75
231,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
232,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
233,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
234,Hepatitis E,vomiting,fatigue,high_fever,yellowish_skin,24,34,24,24,4.75
235,Hepatitis E,joint_pain,fatigue,high_fever,yellowish_skin,24,34,24,24,4.25
236,Hepatitis E,joint_pain,vomiting,high_fever,yellowish_skin,24,34,24,24,4.5
237,Hepatitis E,joint_pain,vomiting,fatigue,yellowish_skin,24,34,24,24,3.75
238,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
239,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
240,Hepatitis E,joint_pain,vomiting,fatigue,high_fever,24,34,24,24,4.75
241,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
242,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
243,Alcoholic hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,25,32,25,25,4.5
244,Alcoholic hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,25,32,25,25,5
245,Alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen,25,32,25,25,4.75
246,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,25,32,25,25,4
247,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
248,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
249,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
250,Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,25,32,25,25,4.75
251,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
252,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
253,Tuberculosis,vomiting,fatigue,weight_loss,cough,26,41,26,26,4
254,Tuberculosis,chills,fatigue,weight_loss,cough,26,41,26,26,3.5
255,Tuberculosis,chills,vomiting,weight_loss,cough,26,41,26,26,3.75
256,Tuberculosis,chills,vomiting,fatigue,cough,26,41,26,26,4
257,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
258,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
259,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
260,Tuberculosis,chills,vomiting,fatigue,weight_loss,26,41,26,26,3.75
261,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
262,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
263,Common Cold,chills,fatigue,cough,high_fever,27,18,27,27,4.5
264,Common Cold,continuous_sneezing,fatigue,cough,high_fever,27,18,27,27,4.75
265,Common Cold,continuous_sneezing,chills,cough,high_fever,27,18,27,27,4.5
266,Common Cold,continuous_sneezing,chills,fatigue,high_fever,27,18,27,27,4.5
267,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
268,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
269,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
270,Common Cold,continuous_sneezing,chills,fatigue,cough,27,18,27,27,3.75
271,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
272,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
273,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
274,Pneumonia,fatigue,cough,high_fever,breathlessness,28,38,28,28,4.75
275,Pneumonia,chills,cough,high_fever,breathlessness,28,38,28,28,4.5
276,Pneumonia,chills,fatigue,high_fever,breathlessness,28,38,28,28,4.5
277,Pneumonia,chills,fatigue,cough,breathlessness,28,38,28,28,3.75
278,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
279,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
280,Pneumonia,chills,fatigue,cough,high_fever,28,38,28,28,4.5
281,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
282,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
283,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
284,Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,29,17,29,29,5.5
285,Dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,29,17,29,29,5.25
286,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,29,17,29,29,5
287,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,29,17,29,29,5.25
288,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
289,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
290,Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,29,17,29,29,5
291,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
292,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
293,Heart attack,breathlessness,sweating,chest_pain,,30,37,30,30,3.5
294,Heart attack,vomiting,sweating,chest_pain,,30,37,30,30,3.75
295,Heart attack,vomiting,breathlessness,chest_pain,,30,37,30,30,4
296,Heart attack,vomiting,breathlessness,sweating,,30,37,30,30,3
297,Heart attack,vomiting,breathlessness,sweating,chest_pain,30,37,30,30,4.75
298,Heart attack,breathlessness,sweating,chest_pain,,30,37,30,30,3.5
299,Heart attack,vomiting,sweating,chest_pain,,30,37,30,30,3.75
300,Heart attack,vomiting,breathlessness,chest_pain,,30,37,30,30,4
301,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
302,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
303,Varicose veins,cramps,bruising,obesity,swollen_legs,31,23,31,31,4.25
304,Varicose veins,fatigue,bruising,obesity,swollen_legs,31,23,31,31,4.25
305,Varicose veins,fatigue,cramps,obesity,swollen_legs,31,23,31,31,4.25
306,Varicose veins,fatigue,cramps,bruising,swollen_legs,31,23,31,31,4.25
307,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
308,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
309,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
310,Varicose veins,fatigue,cramps,bruising,obesity,31,23,31,31,4
311,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,32,4,32,32,3.75
312,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,32,4,32,32,3.75
313,Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,32,4,32,32,3.25
314,Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,32,4,32,32,3.25
